-408,-1533,1942
-400,-1538,1939
-392,-1544,1937
-384,-1549,1934
-381,-1551,1933
-373,-1557,1930
-355,-1568,1924
-365,-1562,1927
-357,-1567,1925
-349,-1572,1922
-346,-1574,1921
-338,-1579,1918
-330,-1585,1915
-326,-1587,1913
-322,-1590,1912
-311,-1597,1908
-306,-1600,1906
-303,-1602,1905
-295,-1607,1902
-287,-1612,1899
-275,-1619,1895
-267,-1624,1892
-262,-1627,1890
-259,-1629,1889
-251,-1634,1885
-240,-1641,1881
-235,-1644,1879
-232,-1646,1878
-224,-1650,1875
-216,-1655,1871
-204,-1662,1867
-196,-1667,1863
-188,-1671,1860
-180,-1676,1856
-169,-1682,1852
-161,-1687,1848
-152,-1692,1845
-144,-1696,1841
-133,-1703,1836
-125,-1707,1833
-117,-1712,1829
-101,-1720,1821
-97,-1722,1820
-81,-1731,1813
-62,-1741,1803
-54,-1745,1800
-45,-1750,1796
-26,-1760,1786
-18,-1764,1782
9,-1778,1768
17,-1782,1764
25,-1786,1760
45,-1795,1750
69,-1807,1737
80,-1812,1731
105,-1823,1718
116,-1829,1712
152,-1844,1692
168,-1851,1683
187,-1860,1672
223,-1874,1651
239,-1881,1641
258,-1888,1629
294,-1902,1608
310,-1908,1597
329,-1915,1585
337,-1918,1580
364,-1927,1562
380,-1933,1552
399,-1939,1539
415,-1944,1528
434,-1950,1515
442,-1953,1510
458,-1957,1499
469,-1961,1491
485,-1965,1480
493,-1968,1474
504,-1971,1466
520,-1975,1455
528,-1977,1449
539,-1980,1441
554,-1984,1429
562,-1986,1424
573,-1989,1415
589,-1993,1404
596,-1995,1398
607,-1997,1389
623,-2001,1377
631,-2002,1371
641,-2005,1363
657,-2008,1351
664,-2010,1345
675,-2012,1336
691,-2015,1324
700,-2046,1317
709,-2046,1309
726,-2047,1295
742,-2036,1285
750,-2025,1275
775,-2029,1253
792,-2045,1238
808,-2033,1224
841,-2037,1196
1231,-2032,801
1240,-2031,791
1246,-2030,783
1244,-2030,786
1253,-2029,776
1256,-2028,771
1259,-2028,768
1265,-2027,761
1268,-2026,758
1274,-2025,750
1278,-2024,746
1281,-2024,743
1287,-2023,735
1291,-2022,730
1296,-2021,725
1297,-2020,723
1302,-2019,717
1306,-2019,712
1308,-2018,709
1312,-2017,705
1315,-2017,702
1318,-2016,697
1323,-2015,691
1327,-2014,686
1329,-2013,683
1333,-2012,680
1336,-2012,676
1339,-2011,671
1342,-2010,668
1346,-2009,662
1350,-2008,657
1352,-2008,655
1356,-2006,649
1360,-2005,645
1363,-2005,642
1366,-2004,638
1369,-2003,634
1373,-2002,628
1377,-2001,623
1370,-2003,632
